Name,Canonical_Smiles,SMARTS
2-[4-(OXIRAN-2-YLMETHYL)PIPERAZIN-1-YL]PYRIMIDINE},C(C1CO1)N2CCN(CC2)c3ncccn3,[c]1(:[n]:[c]:[c]:[c]:[n]1)-[#7](-[#6]-[#6]2)-[#6]-[#6]-[#7]2-[#6]-[#6]3-[#6]-[#8]3
"{3-(OXIRAN-2-YLMETHYL)-3H,4H-THIENO[2,3-D]PYRIMIDIN-4-ONE}",O=C1N(CC2CO2)C=Nc3sccc13,[c](:[c]:[c]:[s]1)(:[c]1-[#7]=[#6]-[#7]2-[#6]-[#6]3-[#6]-[#8]3)-[#6]2=[#8]
"{2-(OXIRAN-2-YLMETHYL)-2H,3H-[1,2,4]TRIAZOLO[3,4-A]PYRIDIN-3-ONE}",O=C1N(CC2CO2)N=C3C=CC=CN13,[#7]12-[#6](-[#6]=[#6]-[#6]=[#6]1)=[#7]-[#7](-[#6]-[#6]3-[#6]-[#8]3)-[#6]2=[#8]
{CYCLOPENTANONE O-OXIRANYLMETHYL-OXIME},C(ON=C1CCCC1)C2CO2,[#8]1-[#6]-[#6]1-[#6]-[#8]\-[#7]=[#6](/-[#6]-[#6]-[#6]2)\-[#6]2
"{TERT-BUTYL-((1S,2R,3S,5R)-2-HEXYL-6-OXA-BICYCLO[3.1.0]HEX-3-YLOXY)-DIMETHYL-SILANE}",CCCCCC[C@H]1[C@H](C[C@H]2O[C@@H]12)O[Si](C)(C)C(C)(C)C,[#8]1-[#6@@](-[#6@@]1-[#6@](-[#6@]2-[#8]-[#14](-[#6])(-[#6])-[#6](-[#6])(-[#6])-[#6])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6]2
{5-(R)-OXIRANYL-2-PHENYLACETOXY-BENZOIC ACID METHYL ESTER},COC(=O)c1cc(ccc1OC(=O)Cc2ccccc2)[C@@H]3CO3,[c]1(-[#6](-[#8]-[#6])=[#8]):[c]:[c](:[c]:[c]:[c]1-[#8]-[#6](-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2)=[#8])-[#6@@]3-[#6]-[#8]3
"{(-)-(2S,3S)-2,3-EPOXY-3-CYCLOHEXYL-1-PROPANOL}",OC[C@@H]1O[C@H]1C2CCCCC2,[#6@@]1(-[#6]2-[#6]-[#6]-[#6]-[#6]-[#6]2)-[#8]-[#6@]1-[#6]-[#8]
"{2-[4-(3,3-DIMETHYL-OXYRANYL)-PHENYL]-PROPIONIC ACID}",CC(C(=O)O)c1ccc(cc1)C2OC2(C)C,[#6]-[#6](-[c](:[c]:[c]1):[c]:[c]:[c]1-[#6]2-[#8]-[#6]2(-[#6])-[#6])-[#6](-[#8])=[#8]
{CYCLIZIDINE},C\C(=C/[C@H]1[C@H](O)[C@@](C)(O)[C@H]2[C@@H]3O[C@@H]3CCN12)\C=C\C4CC4,[#6@]12(-[#1])-[#6@@](-[#8]1)(-[#1])-[#6]-[#6]-[#7](-[#6@](-[#6@](-[#8])-[#6@@]3(-[#6])-[#8])\-[#6]=[#6](/-[#6])\-[#6]=[#6]\-[#6]4-[#6]-[#6]4)-[#6@]23-[#1]
{CRINIPELLIN A},CC(C)[C@@H]1CC[C@]23C[C@@H]4C(=C)C(=O)[C@H]5O[C@@]45[C@@]2(C)C(=O)[C@H](O)[C@]13C,[#6@]12(-[#6@](-[#1])(-[#6]-[#6@](-[#6]-[#6]-[#6@]3-[#6](-[#6])-[#6])(-[#6@@]3(-[#6@@](-[#8])-[#6]4=[#8])-[#6])-[#6@@]14-[#6])-[#6](-[#6]5=[#8])=[#6])-[#6@@]5(-[#8]2)-[#1]
{PODOLIDE},CC(C)[C@H]1OC(=O)C=C2[C@@]3(C)CC=C[C@@]4(C)[C@@H]3[C@H](OC4=O)[C@H]5O[C@@]125,[#6@]12(-[#6]3=[#6]-[#6](=[#8])-[#8]-[#6@@]1-[#6](-[#6])-[#6])-[#6@@](-[#8]2)(-[#1])-[#6@@]4(-[#6@@](-[#1])(-[#6@](-[#6]=[#6]5)(-[#6](=[#8])-[#8]4)-[#6])-[#6@]3(-[#6])-[#6]5)-[#1]
{FOSFOMYCIN PHENYLETHYLAMINE},C[C@@H](N)c1ccccc1.C[C@@H]2O[C@@H]2P(=O)(O)O,[c]1(:[c]:[c]:[c]:[c]:[c]1)-[#6@@](-[#6])-[#7]
"{3'-ACETYL-4'-(2,3-EPOXYPROPOXY-D5)-BUTYRANILIDE}",[2H]C([2H])(Oc1ccc(NC(=O)CCC)cc1C(=O)C)C2([2H])OC2([2H])[2H],[#6]1(-[2#1])(-[#6](-[2#1])(-[2#1])-[#8]-[c]2:[c]:[c]:[c](:[c]:[c]2-[#6](-[#6])=[#8])-[#7]-[#6](-[#6]-[#6]-[#6])=[#8])-[#6](-[#8]1)(-[2#1])-[2#1]
"{APOSCOPOLAMINE, HYDROCHLORIDE SALT}",Cl.CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(=C)c4ccccc4,[#6@]1(-[#1])(-[#6@]2(-[#1])-[#7](-[#6@@]3(-[#1])-[#6]-[#6@](-[#8]-[#6](=[#8])-[#6](=[#6])-[c]4:[c]:[c]:[c]:[c]:[c]4)-[#6]2)-[#6])-[#6@]3(-[#8]1)-[#1]
"{10,11-DIHYDRO-10,11-EPOXYCARBAMAZEPINE-13C,D2}",[2H]N([2H])[13C](=O)N1c2ccccc2C3OC3c4ccccc14,[#7](-[c]1:[c](:[c]:[c]:[c]:[c]1)-[#6]2-[#6]3-[#8]2)(-[c]4:[c]3:[c]:[c]:[c]:[c]4)-[13#6](=[#8])-[#7](-[2#1])-[2#1]
"{(+)-1,3-BUTADIENE-D6 DIEPOXIDE}",[2H]C1([2H])OC1([2H])C2([2H])OC2([2H])[2H],[#6]1(-[2#1])(-[#6](-[#8]1)(-[2#1])-[2#1])-[#6]2(-[2#1])-[#6](-[#8]2)(-[2#1])-[2#1]
{IFLAB-BB F2113-0581},C(Oc1ccc2[nH]ccc2c1)C3CO3,[#8]1-[#6]-[#6]1-[#6]-[#8]-[c](:[c]:[c]:[c]2:[c]3:[c]:[c]:[n]2):[c]3
"{(2R,3S)-3-(4-BROMOPHENYL)-2-METHYLOXIRANE-2-CARBOXAMIDE}",C[C@]1(O[C@H]1c2ccc(Br)cc2)C(=O)N,[#6@@]1(-[#6])(-[#6](-[#7])=[#8])-[#6@@](-[#8]1)-[c]2:[c]:[c]:[c](-[#35]):[c]:[c]2
"{ETHYL (1R*,2R*,4S*,5S*)-4-(BENZYLOXYCARBONYLAMINO)-6-OXA-BICYCLO[3.1.0]HEXANE-2-CARBOXYLATE}",CCOC(=O)[C@@H]1C[C@H](NC(=O)OCc2ccccc2)[C@@H]3O[C@H]13,[#6@@]12-[#6@@](-[#6@@](-[#6]-[#6@@]1-[#7]-[#6](-[#8]-[#6]-[c]3:[c]:[c]:[c]:[c]:[c]3)=[#8])-[#6](-[#8]-[#6]-[#6])=[#8])-[#8]2
{4-NITRO-1-(OXIRAN-2-YLMETHYL)-1H-IMIDAZOLE},[O-][N+](=O)c1cn(CC2CO2)cn1,[c]1(:[c]:[n](:[c]:[n]1)-[#6]-[#6]2-[#6]-[#8]2)-[#7+](=[#8])-[#8-]
"{6-METHYL-1-(OXIRAN-2-YLMETHYL)-1,2,3,4-TETRAHYDROQUINOLINE}",Cc1ccc2N(CC3CO3)CCCc2c1,[#7]1(-[#6]-[#6]-[#6]-[c](:[c]:[c](-[#6]):[c]:[c]2):[c]12)-[#6]-[#6]3-[#6]-[#8]3
{2-([(2-ETHYLCYCLOHEXYL)OXY]METHYL)OXIRANE},CCC1CCCCC1OCC2CO2,[#8]1-[#6]-[#6]1-[#6]-[#8]-[#6]2-[#6]-[#6]-[#6]-[#6]-[#6]2-[#6]-[#6]
{2-[(4-CHLORO-2-NITROPHENOXY)METHYL]OXIRANE},[O-][N+](=O)c1cc(Cl)ccc1OCC2CO2,[#7+](=[#8])(-[#8-])-[c]1:[c](:[c]:[c]:[c](-[#17]):[c]1)-[#8]-[#6]-[#6]2-[#6]-[#8]2
"{10,11-DIHYDRO-10,11-EPOXYCARBAMAZEPINE-D2}",[2H]C12OC1([2H])c3ccccc3N(C(=O)N)c4ccccc24,[#6]1(-[2#1])(-[c]2:[c]3:[c]:[c]:[c]:[c]2)-[#6](-[#8]1)(-[2#1])-[c]4:[c](-[#7]3-[#6](-[#7])=[#8]):[c]:[c]:[c]:[c]4
"{3-(3',4',5'-TRIMETHOXYPHENYL)-EPOXYPROPIONIC ACID}",COc1cc(cc(OC)c1OC)C2OC2C(=O)O,[#6]1(-[#6](-[#8])=[#8])-[#6](-[#8]1)-[c](:[c]:[c](:[c]2-[#8]-[#6])-[#8]-[#6]):[c]:[c]2-[#8]-[#6]
{2-BENZO[B]THIOPHEN-5-YL-OXIRANE},C1OC1c2ccc3sccc3c2,[#8]1-[#6]-[#6]1-[c](:[c]:[c]:[c]2:[c]3:[c]:[c]:[s]2):[c]3
{BENZHYDRYL-OXIRANYLMETHYL-AMINE},C(NC(c1ccccc1)c2ccccc2)C3CO3,[#8]1-[#6]-[#6]1-[#6]-[#7]-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)-[c]3:[c]:[c]:[c]:[c]:[c]3
{3-(OXIRAN-2-YLMETHOXY)BENZO[D]ISOXAZOLE},C(Oc1noc2ccccc12)C3CO3,[c]1:[c]:[c](:[c](-[#8]-[#6]-[#6]2-[#6]-[#8]2):[n]:[o]3):[c]3:[c]:[c]1
{OTAVA-BB 1060229},CCCC1OC1(Cl)C(=O)OCC,[#6]1(-[#17])(-[#6](-[#8]-[#6]-[#6])=[#8])-[#6](-[#8]1)-[#6]-[#6]-[#6]
"{2,6-EPOXY-2,2A,5,5A,6,6A-HEXAHYDROOXIRENO[F]ISOBENZOFURAN-3(1AH)-ONE}",C1OCC2C1C3OC2C4OC34,[#6]1(-[#8]-[#6]2-[#6](-[#6]13)-[#6]-[#8]-[#6]3)-[#6](-[#8]4)-[#6]24
{(+/-)11(12)-EPETRE-D11},[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])\C=C/CC1OC1C\C=C/C\C=C/CCCC(=O)O,[#6](-[#6](=[#8])-[#8])-[#6]-[#6]\-[#6]=[#6]/-[#6]\-[#6]=[#6]/-[#6]-[#6]1-[#6](-[#6]\-[#6]=[#6]/-[#6](-[2#1])(-[2#1])-[#6](-[2#1])(-[2#1])-[#6](-[2#1])(-[2#1])-[#6](-[2#1])(-[2#1])-[#6](-[2#1])(-[2#1])-[2#1])-[#8]1
{NIVALENOL HYDRATE},O.CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@](C)([C@]34CO4)[C@@]2(CO)[C@H](O)C1=O,[#6@@]1(-[#6]-[#8]1)(-[#6@@]2(-[#1])-[#6@](-[#8])-[#6@]3-[#8])-[#6@]3(-[#6@](-[#6@](-[#8]2)(-[#6]=[#6](-[#6]4=[#8])-[#6])-[#1])(-[#6@@]4-[#8])-[#6]-[#8])-[#6]
